provider,cpu_model,cpu_model_norm,cpu_generation,ram_gb,disk_count,disk_size_gb,disk_type,price_rub,quantity_available,scraped_at
selectel,Intel Xeon Silver 4314,intel xeon silver 4314,Skylake-SP,64,2,1000,NVMe,32200.0,9.0,2026-06-15
selectel,Intel Xeon Gold 6354,intel xeon gold 6354,Skylake-SP,256,2,4000,NVMe,53700.0,,2026-06-15
selectel,Intel Xeon E5-2680v4,intel xeon e5-2680v4,Broadwell EP,256,2,1000,SSD,40200.0,2.0,2026-06-15
selectel,Intel Xeon Gold 6140,intel xeon gold 6140,Skylake-SP,256,2,1000,SSD,70200.0,1.0,2026-06-15
selectel,Intel Xeon Gold 6240,intel xeon gold 6240,Skylake-SP,256,2,1000,NVMe,75400.0,,2026-06-15
selectel,Intel Xeon Gold 6240R,intel xeon gold 6240r,Cascade Lake,256,2,1000,NVMe,52900.0,2.0,2026-06-15
selectel,Intel Xeon Gold 6336Y,intel xeon gold 6336y,Skylake-SP,128,2,1000,NVMe,47000.0,3.0,2026-06-15
selectel,Intel Xeon Gold 6140,intel xeon gold 6140,Skylake-SP,512,4,2000,SSD,200400.0,,2026-06-15
selectel,Intel Xeon Silver 4314,intel xeon silver 4314,Skylake-SP,128,2,2000,NVMe,56600.0,1.0,2026-06-15
selectel,Intel Xeon Silver 4314,intel xeon silver 4314,Skylake-SP,256,2,4000,NVMe,53100.0,2.0,2026-06-15
selectel,Intel Xeon Gold 6354,intel xeon gold 6354,Skylake-SP,256,2,8000,NVMe,74500.0,11.0,2026-06-15
selectel,Intel Xeon Gold 6336Y,intel xeon gold 6336y,Skylake-SP,256,2,2000,NVMe,84300.0,6.0,2026-06-15
selectel,Intel Xeon E3-1230v5,intel xeon e3-1230v5,Skylake,16,2,240,SSD,29800.0,,2026-06-15
selectel,Intel Xeon E5-1650,intel xeon e5-1650,Sandy Bridge EP,32,2,240,SSD,32100.0,8.0,2026-06-15
selectel,Intel Xeon Silver 4114,intel xeon silver 4114,Skylake-SP,64,2,240,SSD,45600.0,1.0,2026-06-15
selectel,Intel Xeon 6517P,intel xeon 6517p,,256,2,4000,NVMe,80600.0,7.0,2026-06-15
selectel,Intel Xeon 6520P,intel xeon 6520p,,256,2,4000,NVMe,82200.0,9.0,2026-06-15
selectel,Intel Xeon 6710E,intel xeon 6710e,,256,2,2000,NVMe,96500.0,3.0,2026-06-15
selectel,Intel Xeon 6746E,intel xeon 6746e,,256,2,8000,NVMe,106900.0,4.0,2026-06-15
1dedic,Ryzen 9 5950X,ryzen 9 5950x,,32,2,1000,NVMe,14000.0,,2026-06-15
1dedic,Xeon 2xE5-2620v4,xeon 2xe5-2620v4,Broadwell EP,16,2,240,SSD,12415.0,,2026-06-15
1dedic,Xeon 2xE5-2640v4,xeon 2xe5-2640v4,Broadwell EP,32,1,1000,SSD,19206.0,,2026-06-15
1dedic,Core i9-10900K,core i9-10900k,,32,2,480,NVMe,10927.0,,2026-06-15
1dedic,Ryzen 7 9700X,ryzen 7 9700x,,32,1,480,NVMe,12389.0,,2026-06-15
1dedic,Core i9-9900K,core i9-9900k,,16,1,480,NVMe,9238.0,,2026-06-15
1dedic,Xeon E3-1270v6,xeon e3-1270v6,Kaby Lake,64,2,4000,NVMe,16110.0,,2026-06-15
1dedic,Xeon 2xE5-2620v4,xeon 2xe5-2620v4,Broadwell EP,64,2,1000,SSD,16368.0,,2026-06-15
1dedic,Xeon E3-1231v3,xeon e3-1231v3,Haswell,16,2,480,SSD,5679.0,,2026-06-15
1dedic,Xeon 2xE5-2630v2,xeon 2xe5-2630v2,Ivy Bridge EP,128,2,1000,SSD,18732.0,,2026-06-15
regcloud,AMD EPYC 9474F,amd epyc 9474f,Genoa,512,2,8000,SSD,239700.0,,2026-06-15
regcloud,AMD EPYC 9474F,amd epyc 9474f,Genoa,1024,2,4000,NVMe,1103300.0,,2026-06-15
regcloud,Intel Xeon Silver 4114,intel xeon silver 4114,Skylake-SP,64,2,480,SSD,19900.0,,2026-06-15
regcloud,AMD Ryzen 7 7700X,amd ryzen 7 7700x,,64,2,1000,NVMe,20100.0,,2026-06-15
regcloud,AMD Ryzen 7 7700X,amd ryzen 7 7700x,,32,2,1000,NVMe,20100.0,,2026-06-15
regcloud,AMD Ryzen 9 7950X,amd ryzen 9 7950x,,32,2,1000,NVMe,20300.0,,2026-06-15
regcloud,AMD Ryzen 7 7700X,amd ryzen 7 7700x,,32,2,2000,NVMe,20500.0,,2026-06-15
regcloud,AMD Ryzen 7 7700X,amd ryzen 7 7700x,,64,2,2000,NVMe,21500.0,,2026-06-15
regcloud,AMD Ryzen 9 7950X,amd ryzen 9 7950x,,64,2,2000,NVMe,22300.0,,2026-06-15
regcloud,Intel Xeon Silver 4316,intel xeon silver 4316,Skylake-SP,64,2,1000,NVMe,41600.0,,2026-06-15
regcloud,Xeon W-2275,xeon w-2275,,256,2,4000,SSD,93400.0,,2026-06-15
regcloud,AMD EPYC 9334,amd epyc 9334,Genoa,256,2,2000,NVMe,171900.0,,2026-06-15
regcloud,Xeon E3-1270v3,xeon e3-1270v3,Haswell,16,2,480,SSD,10100.0,,2026-06-15
regcloud,Xeon E3-1270,xeon e3-1270,Sandy Bridge,16,2,1000,SSD,12900.0,,2026-06-15
regcloud,Xeon E5-2620,xeon e5-2620,Sandy Bridge EP,32,2,4000,HDD,15400.0,,2026-06-15
regcloud,Xeon E3-1245v5,xeon e3-1245v5,Skylake,16,2,240,SSD,14300.0,,2026-06-15
regcloud,Intel Xeon E5-2420,intel xeon e5-2420,Sandy Bridge EP,32,2,480,SSD,17300.0,,2026-06-15
regcloud,Intel Xeon E5-2620,intel xeon e5-2620,Sandy Bridge EP,32,2,480,SSD,16300.0,,2026-06-15
regcloud,Intel Xeon E5-2620v2,intel xeon e5-2620v2,Ivy Bridge EP,64,2,480,SSD,18100.0,,2026-06-15
regcloud,Intel Xeon E5-2630,intel xeon e5-2630,Sandy Bridge EP,64,2,480,SSD,18700.0,,2026-06-15
regcloud,Xeon E5-2620,xeon e5-2620,Sandy Bridge EP,32,2,240,SSD,17800.0,,2026-06-15
regcloud,Intel Xeon E5620,intel xeon e5620,,32,2,240,SSD,18000.0,,2026-06-15
regcloud,Intel Xeon E5-2630,intel xeon e5-2630,Sandy Bridge EP,32,2,240,SSD,18100.0,,2026-06-15
regcloud,Intel Xeon E5-2620v4,intel xeon e5-2620v4,Broadwell EP,32,2,240,SSD,17200.0,,2026-06-15
regcloud,Xeon E3-1270v3,xeon e3-1270v3,Haswell,8,2,8000,SSD,15500.0,,2026-06-15
regcloud,Intel Xeon E5-2630v3,intel xeon e5-2630v3,Haswell EP,32,2,240,SSD,18400.0,,2026-06-15
regcloud,Intel Xeon E5-2650,intel xeon e5-2650,Sandy Bridge EP,32,2,2000,SSD,17400.0,,2026-06-15
regcloud,Intel Xeon E5-2620v2,intel xeon e5-2620v2,Ivy Bridge EP,64,2,120,SSD,20100.0,,2026-06-15
regcloud,Intel Xeon E5645,intel xeon e5645,,64,2,480,SSD,16100.0,,2026-06-15
regcloud,Xeon E5-2650v3,xeon e5-2650v3,Haswell EP,64,2,2000,SSD,19000.0,,2026-06-15
regcloud,Intel Xeon E5-2630,intel xeon e5-2630,Sandy Bridge EP,64,2,1000,SSD,21300.0,,2026-06-15
regcloud,Xeon E-2174G,xeon e-2174g,,32,2,1000,SSD,17100.0,,2026-06-15
regcloud,Intel Xeon E5-2620v2,intel xeon e5-2620v2,Ivy Bridge EP,64,2,4000,SSD,21600.0,,2026-06-15
regcloud,Xeon E3-1230v5,xeon e3-1230v5,Skylake,32,2,8000,SSD,19400.0,,2026-06-15
regcloud,Xeon E3-1245v5,xeon e3-1245v5,Skylake,16,2,8000,SSD,17600.0,,2026-06-15
regcloud,Intel Xeon E5-2670,intel xeon e5-2670,Sandy Bridge EP,64,2,2000,SSD,22900.0,,2026-06-15
regcloud,Intel Xeon E5-2630v4,intel xeon e5-2630v4,Broadwell EP,32,2,480,SSD,21900.0,,2026-06-15
regcloud,Intel Xeon E5-2650v2,intel xeon e5-2650v2,Ivy Bridge EP,64,2,480,SSD,21900.0,,2026-06-15
regcloud,Intel Xeon E5-2670,intel xeon e5-2670,Sandy Bridge EP,64,2,480,SSD,23300.0,,2026-06-15
regcloud,Intel Xeon E5-2630v3,intel xeon e5-2630v3,Haswell EP,64,2,480,SSD,21700.0,,2026-06-15
regcloud,Intel Xeon E5-2650v2,intel xeon e5-2650v2,Ivy Bridge EP,64,2,2000,SSD,24500.0,,2026-06-15
regcloud,Intel Xeon E5645,intel xeon e5645,,64,2,2000,SSD,23100.0,,2026-06-15
regcloud,Intel Xeon E5-2620v2,intel xeon e5-2620v2,Ivy Bridge EP,64,2,1000,SSD,20800.0,,2026-06-15
regcloud,Intel Xeon E5-2650,intel xeon e5-2650,Sandy Bridge EP,128,2,4000,SSD,26500.0,,2026-06-15
regcloud,Intel Xeon E5-2640,intel xeon e5-2640,Sandy Bridge EP,128,2,480,SSD,26500.0,,2026-06-15
regcloud,Intel Xeon E5-2620,intel xeon e5-2620,Sandy Bridge EP,64,2,4000,SSD,25100.0,,2026-06-15
regcloud,Xeon E-2286G,xeon e-2286g,,64,2,1000,SSD,22000.0,,2026-06-15
regcloud,Intel Xeon E5-2670,intel xeon e5-2670,Sandy Bridge EP,64,2,8000,SSD,25900.0,,2026-06-15
regcloud,Intel Xeon E5-2650v2,intel xeon e5-2650v2,Ivy Bridge EP,64,2,4000,SSD,25900.0,,2026-06-15
regcloud,Intel Xeon E5-2630v4,intel xeon e5-2630v4,Broadwell EP,32,2,8000,SSD,26900.0,,2026-06-15
regcloud,Xeon E-2186G,xeon e-2186g,,64,2,2000,SSD,22900.0,,2026-06-15
regcloud,AMD Ryzen 7 7700,amd ryzen 7 7700,,32,2,1000,SSD,23700.0,,2026-06-15
regcloud,Intel Xeon E5-2630v4,intel xeon e5-2630v4,Broadwell EP,128,2,4000,HDD,28000.0,,2026-06-15
regcloud,Intel Xeon Silver 4214R,intel xeon silver 4214r,Cascade Lake,64,2,1000,SSD,24300.0,,2026-06-15
regcloud,Xeon E-2288G,xeon e-2288g,,128,2,1000,SSD,24500.0,,2026-06-15
regcloud,Intel Xeon E5-2630v4,intel xeon e5-2630v4,Broadwell EP,64,2,8000,SSD,25400.0,,2026-06-15
regcloud,Xeon E5-1650v4,xeon e5-1650v4,Broadwell EP,128,2,2000,SSD,25500.0,,2026-06-15
regcloud,Intel Xeon E5-2630v4,intel xeon e5-2630v4,Broadwell EP,128,2,4000,SSD,30500.0,,2026-06-15
regcloud,Intel Xeon E5-2630v4,intel xeon e5-2630v4,Broadwell EP,128,2,2000,SSD,30800.0,,2026-06-15
regcloud,Intel Xeon Silver 4114,intel xeon silver 4114,Skylake-SP,64,2,4000,SSD,26200.0,,2026-06-15
regcloud,Intel Xeon E5-2640,intel xeon e5-2640,Sandy Bridge EP,128,4,4000,SSD,34300.0,,2026-06-15
regcloud,Intel Xeon E5-2630v4,intel xeon e5-2630v4,Broadwell EP,128,2,8000,SSD,32600.0,,2026-06-15
regcloud,Intel Xeon E5-2650v3,intel xeon e5-2650v3,Haswell EP,64,4,1000,HDD,33000.0,,2026-06-15
regcloud,Xeon W-2275,xeon w-2275,,32,2,480,SSD,28500.0,,2026-06-15
regcloud,Xeon E-2288G,xeon e-2288g,,128,2,4000,SSD,30300.0,,2026-06-15
regcloud,Intel Xeon Silver 4114,intel xeon silver 4114,Skylake-SP,64,2,1000,NVMe,30500.0,,2026-06-15
regcloud,Intel Xeon E5-2690v4,intel xeon e5-2690v4,Broadwell EP,64,2,240,SSD,34000.0,,2026-06-15
regcloud,Intel Xeon E5-2650v4,intel xeon e5-2650v4,Broadwell EP,128,2,2000,SSD,34000.0,,2026-06-15
regcloud,Intel Xeon Silver 4214R,intel xeon silver 4214r,Cascade Lake,64,2,480,SSD,30800.0,,2026-06-15
regcloud,Intel Xeon Silver 4114,intel xeon silver 4114,Skylake-SP,128,2,4000,SSD,31400.0,,2026-06-15
regcloud,Xeon W-2265,xeon w-2265,,64,2,480,SSD,31900.0,,2026-06-15
regcloud,Intel Xeon E5-2630v4,intel xeon e5-2630v4,Broadwell EP,256,2,2000,SSD,37600.0,,2026-06-15
regcloud,Intel Xeon Silver 4314,intel xeon silver 4314,Skylake-SP,64,2,480,SSD,32200.0,,2026-06-15
regcloud,Intel Xeon Silver 4114,intel xeon silver 4114,Skylake-SP,128,2,2000,SSD,32400.0,,2026-06-15
regcloud,Intel Xeon E5-2650v2,intel xeon e5-2650v2,Ivy Bridge EP,256,2,480,SSD,38200.0,,2026-06-15
regcloud,Intel Xeon E5-2670v3,intel xeon e5-2670v3,Haswell EP,128,2,1000,SSD,38400.0,,2026-06-15
regcloud,Intel Xeon E5-2650v3,intel xeon e5-2650v3,Haswell EP,128,2,2000,SSD,33100.0,,2026-06-15
regcloud,Intel Xeon Silver 4314,intel xeon silver 4314,Skylake-SP,32,2,240,SSD,33100.0,,2026-06-15
regcloud,Intel Xeon Gold 5218R,intel xeon gold 5218r,Cascade Lake,64,2,480,SSD,33300.0,,2026-06-15
regcloud,Intel Xeon E5-2630v3,intel xeon e5-2630v3,Haswell EP,128,2,4000,SSD,36200.0,,2026-06-15
regcloud,Intel Xeon Silver 4114,intel xeon silver 4114,Skylake-SP,128,2,4000,NVMe,36900.0,,2026-06-15
regcloud,Intel Xeon Silver 4314,intel xeon silver 4314,Skylake-SP,64,2,1000,SSD,37900.0,,2026-06-15
regcloud,Intel Xeon Gold 5218R,intel xeon gold 5218r,Cascade Lake,128,2,1000,SSD,38300.0,,2026-06-15
regcloud,Intel Xeon E5-2670v3,intel xeon e5-2670v3,Haswell EP,128,4,1000,SSD,39100.0,,2026-06-15
regcloud,Intel Xeon Gold 5218R,intel xeon gold 5218r,Cascade Lake,128,2,1000,NVMe,39300.0,,2026-06-15
regcloud,Xeon W-2255,xeon w-2255,,64,2,8000,SSD,39400.0,,2026-06-15
regcloud,Intel Xeon Silver 4316,intel xeon silver 4316,Skylake-SP,64,2,4000,SSD,39800.0,,2026-06-15
regcloud,Xeon W-2265,xeon w-2265,,64,2,2000,NVMe,41100.0,,2026-06-15
regcloud,Intel Xeon Silver 4316,intel xeon silver 4316,Skylake-SP,128,2,480,SSD,42500.0,,2026-06-15
regcloud,Xeon E5-2630v3,xeon e5-2630v3,Haswell EP,512,2,2000,SSD,50100.0,,2026-06-15
regcloud,Intel Xeon Gold 6326,intel xeon gold 6326,Skylake-SP,256,2,480,SSD,47800.0,,2026-06-15
regcloud,Xeon W-2265,xeon w-2265,,64,2,1000,SSD,66800.0,,2026-06-15
regcloud,Intel Xeon Gold 5320,intel xeon gold 5320,Skylake-SP,128,2,480,SSD,57600.0,,2026-06-15
regcloud,Xeon W-2255,xeon w-2255,,128,2,480,SSD,71600.0,,2026-06-15
regcloud,Intel Xeon Silver 4314,intel xeon silver 4314,Skylake-SP,128,2,8000,NVMe,61800.0,,2026-06-15
regcloud,Intel Xeon Gold 6348,intel xeon gold 6348,Skylake-SP,128,2,4000,SSD,63400.0,,2026-06-15
regcloud,Intel Xeon Silver 4314,intel xeon silver 4314,Skylake-SP,128,2,1000,NVMe,67700.0,,2026-06-15
regcloud,Intel Xeon Gold 6346,intel xeon gold 6346,Skylake-SP,128,2,1000,SSD,69200.0,,2026-06-15
regcloud,Xeon W-2265,xeon w-2265,,128,2,2000,SSD,69600.0,,2026-06-15
regcloud,Intel Xeon Gold 5220,intel xeon gold 5220,Skylake-SP,32,4,4000,SSD,73000.0,,2026-06-15
regcloud,Intel Xeon Gold 5320,intel xeon gold 5320,Skylake-SP,256,2,480,SSD,73100.0,,2026-06-15
regcloud,Xeon W-2275,xeon w-2275,,256,2,1000,SSD,73800.0,,2026-06-15
regcloud,Intel Xeon Gold 6334,intel xeon gold 6334,Skylake-SP,256,2,1000,SSD,76100.0,,2026-06-15
regcloud,Intel Xeon Silver 4316,intel xeon silver 4316,Skylake-SP,512,2,8000,NVMe,77700.0,,2026-06-15
regcloud,Intel Xeon Gold 6336Y,intel xeon gold 6336y,Skylake-SP,256,2,2000,SSD,78800.0,,2026-06-15
regcloud,Xeon W-2295,xeon w-2295,,128,2,1000,NVMe,81000.0,,2026-06-15
regcloud,Intel Xeon Silver 4214R,intel xeon silver 4214r,Cascade Lake,128,2,1000,SSD,98700.0,,2026-06-15
regcloud,Intel Xeon Gold 6240R,intel xeon gold 6240r,Cascade Lake,256,2,8000,NVMe,90000.0,,2026-06-15
regcloud,Intel Xeon Gold 6154,intel xeon gold 6154,Skylake-SP,256,4,1000,SSD,104300.0,,2026-06-15
regcloud,Intel Xeon Gold 6348,intel xeon gold 6348,Skylake-SP,512,2,8000,NVMe,95900.0,,2026-06-15
regcloud,Intel Xeon Gold 6336Y,intel xeon gold 6336y,Skylake-SP,256,2,8000,NVMe,96600.0,,2026-06-15
regcloud,Intel Xeon Silver 4314,intel xeon silver 4314,Skylake-SP,256,2,2000,SSD,107200.0,,2026-06-15
regcloud,Intel Xeon Silver 4214R,intel xeon silver 4214r,Cascade Lake,512,2,2000,SSD,139500.0,,2026-06-15
regcloud,Intel Xeon Gold 6348,intel xeon gold 6348,Skylake-SP,512,2,4000,SSD,139100.0,,2026-06-15
regcloud,AMD EPYC 9334,amd epyc 9334,Genoa,256,2,1000,NVMe,133300.0,,2026-06-15
regcloud,Intel Xeon Gold 6434,intel xeon gold 6434,Skylake-SP,512,2,4000,NVMe,120400.0,,2026-06-15
regcloud,Intel Xeon Gold 6426Y,intel xeon gold 6426y,Skylake-SP,256,2,1000,NVMe,121500.0,,2026-06-15
regcloud,AMD EPYC 9534,amd epyc 9534,Genoa,512,2,2000,NVMe,123000.0,,2026-06-15
regcloud,Intel Xeon Gold 5317,intel xeon gold 5317,Skylake-SP,512,2,2000,NVMe,169100.0,,2026-06-15
regcloud,Intel Xeon Gold 6426Y,intel xeon gold 6426y,Skylake-SP,512,2,4000,NVMe,134000.0,,2026-06-15
regcloud,Intel Xeon Gold 5220R,intel xeon gold 5220r,Cascade Lake,512,2,2000,SSD,167500.0,,2026-06-15
regcloud,AMD EPYC 9174F,amd epyc 9174f,Genoa,512,2,8000,NVMe,134900.0,,2026-06-15
regcloud,Intel Xeon Gold 6442Y,intel xeon gold 6442y,Skylake-SP,256,2,2000,NVMe,136800.0,,2026-06-15
regcloud,AMD EPYC 9124,amd epyc 9124,Genoa,256,2,2000,NVMe,144900.0,,2026-06-15
regcloud,Intel Xeon Gold 6354,intel xeon gold 6354,Skylake-SP,1024,2,2000,SSD,199300.0,,2026-06-15
regcloud,AMD EPYC 9534,amd epyc 9534,Genoa,512,2,1000,NVMe,170800.0,,2026-06-15
regcloud,AMD EPYC 9374F,amd epyc 9374f,Genoa,128,2,2000,NVMe,172100.0,,2026-06-15
regcloud,Intel Xeon Gold 6242R,intel xeon gold 6242r,Cascade Lake,1024,2,2000,SSD,192700.0,,2026-06-15
regcloud,Intel Xeon Gold 5320,intel xeon gold 5320,Skylake-SP,1024,2,4000,NVMe,175800.0,,2026-06-15
regcloud,AMD EPYC 9274F,amd epyc 9274f,Genoa,256,2,2000,NVMe,183500.0,,2026-06-15
regcloud,Intel Xeon Gold 6354,intel xeon gold 6354,Skylake-SP,256,2,2000,NVMe,199000.0,,2026-06-15
regcloud,Intel Xeon Gold 6442Y,intel xeon gold 6442y,Skylake-SP,512,2,8000,NVMe,212600.0,,2026-06-15
regcloud,AMD EPYC 9334,amd epyc 9334,Genoa,512,2,4000,NVMe,268000.0,,2026-06-15
regcloud,AMD EPYC 9274F,amd epyc 9274f,Genoa,512,2,4000,NVMe,241300.0,,2026-06-15
regcloud,AMD EPYC 9554,amd epyc 9554,Genoa,1024,2,2000,NVMe,292600.0,,2026-06-15
regcloud,AMD EPYC 9374F,amd epyc 9374f,Genoa,512,2,8000,NVMe,326900.0,,2026-06-15
regcloud,AMD EPYC 9174F,amd epyc 9174f,Genoa,1024,2,8000,NVMe,306500.0,,2026-06-15
regcloud,Intel Xeon Gold 6348,intel xeon gold 6348,Skylake-SP,1024,2,8000,NVMe,324000.0,,2026-06-15
regcloud,AMD EPYC 9534,amd epyc 9534,Genoa,1024,2,4000,NVMe,325300.0,,2026-06-15
regcloud,AMD EPYC 9554,amd epyc 9554,Genoa,512,2,4000,NVMe,391400.0,,2026-06-15
regcloud,AMD EPYC 9334,amd epyc 9334,Genoa,512,2,2000,NVMe,496100.0,,2026-06-15
regcloud,AMD EPYC 9554,amd epyc 9554,Genoa,1024,2,8000,NVMe,532100.0,,2026-06-15
regcloud,Intel Xeon Gold 6434,intel xeon gold 6434,Skylake-SP,512,2,2000,NVMe,538400.0,,2026-06-15
regcloud,AMD EPYC 9274F,amd epyc 9274f,Genoa,1024,2,8000,SSD,548900.0,,2026-06-15
regcloud,AMD EPYC 9274F,amd epyc 9274f,Genoa,1024,2,8000,NVMe,572900.0,,2026-06-15
regcloud,AMD EPYC 9474F,amd epyc 9474f,Genoa,512,2,2000,NVMe,874200.0,,2026-06-15
regcloud,AMD EPYC 9374F,amd epyc 9374f,Genoa,1024,2,8000,NVMe,1785400.0,,2026-06-15
regcloud,AMD EPYC 9474F,amd epyc 9474f,Genoa,1024,2,8000,NVMe,1886500.0,,2026-06-15
regcloud,Intel Xeon Platinum 8558,intel xeon platinum 8558,Skylake-SP,1024,2,8000,NVMe,2166500.0,,2026-06-15
regcloud,Intel Xeon 6 6767P,intel xeon 6 6767p,,1024,2,8000,NVMe,4090000.0,,2026-06-15
timeweb,Intel Xeon E3-12xx,intel xeon e3-12xx,Sandy Bridge,32,2,1000,SSD,5670.0,,2026-06-15
timeweb,Intel Xeon E3-1240,intel xeon e3-1240,Sandy Bridge,8,2,1000,HDD,5841.0,,2026-06-15
timeweb,Intel Xeon E3-1240,intel xeon e3-1240,Sandy Bridge,16,2,480,SSD,7326.0,,2026-06-15
timeweb,Intel Xeon E3-1286v3,intel xeon e3-1286v3,Haswell,32,2,480,SSD,8118.0,,2026-06-15
timeweb,AMD EPYC 3151,amd epyc 3151,,32,2,8000,HDD,8820.0,,2026-06-15
timeweb,Intel Xeon E-2236,intel xeon e-2236,,16,2,480,SSD,9603.0,,2026-06-15
timeweb,Intel Xeon E3-1230,intel xeon e3-1230,Sandy Bridge,32,2,240,SSD,10440.0,,2026-06-15
timeweb,Intel Xeon E3-1286v3,intel xeon e3-1286v3,Haswell,32,2,2000,SSD,10791.0,,2026-06-15
timeweb,Intel Xeon E3-1230v5,intel xeon e3-1230v5,Skylake,64,2,1000,SSD,10890.0,,2026-06-15
timeweb,Intel Xeon E3-1270v5,intel xeon e3-1270v5,Skylake,64,2,480,SSD,10890.0,,2026-06-15
timeweb,Intel Xeon Silver,intel xeon silver,,32,2,480,SSD,11520.0,,2026-06-15
timeweb,Intel Xeon E3-1230v6,intel xeon e3-1230v6,Kaby Lake,8,2,1000,HDD,11870.0,,2026-06-15
timeweb,Intel Xeon E3-1230v6,intel xeon e3-1230v6,Kaby Lake,16,2,240,SSD,11979.0,,2026-06-15
timeweb,Xeon E5-2620,xeon e5-2620,Sandy Bridge EP,32,2,480,SSD,12771.0,,2026-06-15
timeweb,Intel Xeon E3-1270v5,intel xeon e3-1270v5,Skylake,64,2,1000,SSD,13590.0,,2026-06-15
timeweb,Core i9-9900K,core i9-9900k,,32,2,480,SSD,14355.0,,2026-06-15
timeweb,Intel Xeon E-2244G,intel xeon e-2244g,,16,2,480,SSD,15048.0,,2026-06-15
timeweb,Xeon E5-2680,xeon e5-2680,Sandy Bridge EP,64,2,480,SSD,15939.0,,2026-06-15
timeweb,Intel Xeon E3-1230v6,intel xeon e3-1230v6,Kaby Lake,16,2,4000,SSD,17325.0,,2026-06-15
timeweb,Intel Xeon E-2288G,intel xeon e-2288g,,64,2,1000,SSD,17325.0,,2026-06-15
timeweb,Intel Xeon E-2244G,intel xeon e-2244g,,32,2,1000,NVMe,17919.0,,2026-06-15
timeweb,Intel Xeon E-2336,intel xeon e-2336,,32,2,480,SSD,18171.0,,2026-06-15
timeweb,Intel Xeon E-2336,intel xeon e-2336,,64,2,480,SSD,19224.0,,2026-06-15
timeweb,Intel Xeon E-2244G,intel xeon e-2244g,,64,2,1000,NVMe,19305.0,,2026-06-15
timeweb,Intel Xeon E-2336,intel xeon e-2336,,32,2,1000,NVMe,20745.0,,2026-06-15
timeweb,Intel Xeon E-2388G,intel xeon e-2388g,,64,2,1000,NVMe,20889.0,,2026-06-15
timeweb,Intel Xeon E-2336,intel xeon e-2336,,128,2,480,SSD,20943.0,,2026-06-15
timeweb,Intel Xeon Silver,intel xeon silver,,32,2,1000,NVMe,21681.0,,2026-06-15
timeweb,Intel Xeon E-2336,intel xeon e-2336,,64,2,1000,NVMe,21789.0,,2026-06-15
timeweb,Intel Xeon E5-2630v3,intel xeon e5-2630v3,Haswell EP,64,2,480,SSD,22320.0,,2026-06-15
timeweb,Intel Xeon E5-2630v3,intel xeon e5-2630v3,Haswell EP,128,2,480,SSD,22320.0,,2026-06-15
timeweb,Intel Xeon E-2388G,intel xeon e-2388g,,128,2,2000,NVMe,23384.0,,2026-06-15
timeweb,Intel Xeon E-2336,intel xeon e-2336,,128,2,1000,NVMe,23535.0,,2026-06-15
timeweb,Ryzen 7950X,ryzen 7950x,,128,2,2000,NVMe,23940.0,,2026-06-15
timeweb,Intel Xeon E5-1650v4,intel xeon e5-1650v4,Broadwell EP,64,2,1000,NVMe,24552.0,,2026-06-15
timeweb,AMD Ryzen 9950x,amd ryzen 9950x,,128,2,2000,NVMe,26460.0,,2026-06-15
timeweb,Intel Xeon E5-1650v4,intel xeon e5-1650v4,Broadwell EP,128,2,4000,NVMe,29007.0,,2026-06-15
timeweb,Intel Xeon W-2255,intel xeon w-2255,,128,2,2000,NVMe,29880.0,,2026-06-15
timeweb,AMD Ryzen 9,amd ryzen 9,,128,2,1000,NVMe,29970.0,,2026-06-15
timeweb,Intel Xeon Silver,intel xeon silver,,128,2,480,SSD,30330.0,,2026-06-15
timeweb,Intel Xeon Gold,intel xeon gold,,64,2,1000,NVMe,31383.0,,2026-06-15
timeweb,AMD EPYC 7402,amd epyc 7402,,128,2,1000,NVMe,33363.0,,2026-06-15
timeweb,Intel Xeon E-2236,intel xeon e-2236,,32,2,1000,SSD,35541.0,,2026-06-15
timeweb,EPYC 7542,epyc 7542,,256,2,2000,NVMe,36540.0,,2026-06-15
timeweb,Intel Xeon W-2255,intel xeon w-2255,,256,2,1000,NVMe,36810.0,,2026-06-15
timeweb,AMD EPYC 7452,amd epyc 7452,,128,2,2000,SSD,38340.0,,2026-06-15
timeweb,Intel Xeon Silver,intel xeon silver,,64,2,480,SSD,39006.0,,2026-06-15
timeweb,Intel Xeon Silver,intel xeon silver,,64,2,1000,NVMe,39600.0,,2026-06-15
timeweb,AMD EPYC 7343,amd epyc 7343,Milan,128,2,1000,NVMe,39600.0,,2026-06-15
timeweb,Intel Xeon W-3345,intel xeon w-3345,,256,2,4000,NVMe,45045.0,,2026-06-15
timeweb,Intel Xeon Silver,intel xeon silver,,64,2,240,SSD,45090.0,,2026-06-15
timeweb,Intel Xeon Gold,intel xeon gold,,128,2,1000,NVMe,46530.0,,2026-06-15
timeweb,EPYC 7451,epyc 7451,,256,4,2000,SSD,46620.0,,2026-06-15
timeweb,Intel Xeon E-2236,intel xeon e-2236,,16,2,240,SSD,46629.0,,2026-06-15
timeweb,Intel Xeon Gold,intel xeon gold,,256,2,2000,SSD,47520.0,,2026-06-15
timeweb,AMD Ryzen 9,amd ryzen 9,,128,2,2000,NVMe,48600.0,,2026-06-15
timeweb,Intel Xeon Silver,intel xeon silver,,32,12,8000,HDD,50391.0,,2026-06-15
